@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC

@DATA
75250,1.0,1e-05,0.0,0.00346,1e-05,0.0,0.03887,0.03616,1e-05,0.00226,1e-05,0.00047,1e-05,1e-05,1e-05,3e-05,6e-05,1e-05,1e-05,3e-05,1e-05,0.0002,4e-05,1e-05,2e-05,0.00013,0.00032,0.0,0.0,6e-05,0.00019,7e-05,0.00029,6e-05,4e-05,5e-05,0.00013,0.00052,4e-05,0.00012,0.00011,0.00025,0.02498,0.38485,0.26318,2.78935,0.45398,0.37984,3.18193,0.00543,1e-05,0.0023,0.00312
75156,1.0,1e-05,0.0,0.0001,1e-05,0.0,0.01537,0.00552,6e-05,0.00507,8e-05,0.00493,1e-05,7e-05,7e-05,0.00015,0.00017,0.00013,1e-05,0.00017,1e-05,0.00011,3e-05,1e-05,2e-05,6e-05,0.00029,0.0,0.0,6e-05,0.00017,5e-05,0.0006,0.00011,0.00012,0.00013,0.00024,0.0007,0.00011,0.00016,0.00014,0.00029,0.00078,7.49995,0.16788,3.07587,0.38597,0.06178,20.3792,0.02298,0.00035,0.00867,0.01396
75187,1.0,0.0,0.0,0.00012,1e-05,0.0,0.00234,0.00192,1e-05,0.00029,1e-05,0.00015,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00029,0.0,0.0,6e-05,0.00017,6e-05,0.00028,4e-05,6e-05,5e-05,0.00013,0.00037,4e-05,9e-05,9e-05,0.00015,0.00139,0.07095,0.01303,0.55775,0.10341,0.02106,1.00672,0.00217,4e-05,0.00066,0.00147
75125,1.0,1e-05,0.0,7e-05,1e-05,1e-05,0.0407,0.01286,0.00036,0.01625,0.00045,0.01241,0.0,0.00041,0.0004,0.0008,0.00084,0.00071,1e-05,0.00081,1e-05,0.00012,2e-05,0.0,2e-05,7e-05,0.00032,0.0,0.0,6e-05,0.0002,5e-05,0.00216,0.00048,0.0005,0.00053,0.00066,0.00225,0.00047,0.00052,0.00057,0.00068,0.00042,11.39144,0.45124,32.20089,9.62743,0.1242,22.22399,0.04134,0.00045,0.01991,0.02098
75114,1.0,1e-05,0.0,7e-05,2e-05,1e-05,0.04083,0.01286,0.00037,0.01639,0.00048,0.01244,0.0,0.0004,0.00039,0.00081,0.00084,0.00071,1e-05,0.00082,1e-05,0.00012,3e-05,0.0,3e-05,6e-05,0.00036,0.0,0.0,6e-05,0.00022,7e-05,0.00217,0.00047,0.0005,0.00054,0.00066,0.00223,0.00047,0.0005,0.00055,0.0007,0.00047,11.20812,0.45927,41.55505,9.64245,0.12428,22.17024,0.04043,0.00044,0.02008,0.01991
251,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.00062,0.00051,1e-05,8e-05,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00028,0.0,0.0,6e-05,0.00016,5e-05,0.00027,5e-05,4e-05,5e-05,0.00012,0.00033,4e-05,7e-05,8e-05,0.00014,0.00042,0.02422,0.00873,0.00914,0.00595,0.02022,0.07011,0.0015,2e-05,0.00044,0.00104
75129,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.00069,0.0005,1e-05,0.00014,1e-05,7e-05,0.0,1e-05,1e-05,3e-05,5e-05,1e-05,0.0,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00043,0.0,0.0,0.0001,0.00027,6e-05,0.00028,4e-05,5e-05,5e-05,0.00013,0.00034,4e-05,8e-05,7e-05,0.00015,0.00044,0.03758,0.00764,0.06062,0.01475,0.01698,0.07329,0.00164,3e-05,0.0005,0.00111
75195,1.0,1e-05,0.0,0.00056,1e-05,1e-05,0.01227,0.01104,1e-05,0.00093,1e-05,0.00033,0.0,1e-05,1e-05,3e-05,5e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,1e-05,2e-05,7e-05,0.00032,0.0,0.0,6e-05,0.00019,6e-05,0.00035,5e-05,6e-05,6e-05,0.00017,0.00067,4e-05,0.00012,0.00012,0.00039,0.00803,0.43407,0.04721,0.46708,0.19056,0.03593,1.97917,0.00423,2e-05,0.00169,0.00252
75223,1.0,1e-05,0.0,0.0006,1e-05,0.0,0.00792,0.00728,1e-05,0.00053,1e-05,0.00013,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,7e-05,0.00042,0.0,0.0,0.0001,0.00026,6e-05,0.00032,7e-05,4e-05,5e-05,0.00015,0.0006,4e-05,0.00011,0.00011,0.00034,0.00529,0.24859,0.09329,0.25613,0.04299,0.04163,7.52716,0.0043,2e-05,0.00176,0.00252
75231,1.0,1e-05,0.0,8e-05,1e-05,0.0,0.00077,0.00052,1e-05,0.00018,1e-05,9e-05,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,0.0,3e-05,1e-05,0.00013,3e-05,1e-05,3e-05,7e-05,0.00041,0.0,0.0,0.0001,0.00025,6e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00035,4e-05,9e-05,7e-05,0.00015,0.00044,0.07651,0.07194,0.45071,0.11956,0.01642,0.13026,0.00164,5e-05,0.00049,0.00109
75097,1.0,1e-05,0.0,0.00032,1e-05,1e-05,0.00963,0.00869,1e-05,0.00072,1e-05,0.00024,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00031,0.0,0.0,6e-05,0.00018,6e-05,0.00033,4e-05,8e-05,6e-05,0.00016,0.00037,5e-05,7e-05,7e-05,0.00018,0.00556,1.35386,0.17426,1.00528,0.12476,0.07316,61.75124,0.01524,5e-05,0.00731,0.00788
75205,1.0,1e-05,0.0,0.00028,2e-05,1e-05,0.11026,0.04134,0.00042,0.06844,0.00056,0.00146,0.0,0.00077,0.0006,0.00112,0.00127,0.00114,2e-05,0.00168,1e-05,0.00012,2e-05,1e-05,2e-05,7e-05,0.00051,0.0,0.0,0.0001,0.00032,8e-05,0.00235,0.0005,0.0005,0.00058,0.00077,0.00242,0.0005,0.00051,0.00059,0.00082,0.00193,0.0,0.0,0.0,2e-05,1e-05,2.2209,3e-05,0.0,0.0,2e-05
75157,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.00073,0.00063,1e-05,8e-05,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00044,0.0,0.0,0.0001,0.00027,6e-05,0.00023,4e-05,4e-05,5e-05,0.00011,0.00028,4e-05,5e-05,6e-05,0.00013,0.00062,0.01284,0.00725,0.02983,0.00761,0.01481,0.04552,0.00102,2e-05,0.00036,0.00064
262,1.0,1e-05,0.0,0.00025,1e-05,1e-05,0.00346,0.003,1e-05,0.00032,1e-05,0.00016,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00029,5e-05,5e-05,5e-05,0.00014,0.00034,4e-05,8e-05,8e-05,0.00015,0.00203,0.08171,0.02625,0.20637,0.0348,0.02147,0.42628,0.00218,3e-05,0.00072,0.00143
75153,1.0,1e-05,0.0,0.00014,1e-05,0.0,0.00289,0.00233,1e-05,0.00037,1e-05,0.00022,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.00031,0.0,0.0,6e-05,0.00018,6e-05,0.00027,4e-05,5e-05,5e-05,0.00013,0.00043,4e-05,0.00011,8e-05,0.0002,0.00172,0.10616,0.01644,0.75473,0.1669,0.02516,1.93393,0.00438,9e-05,0.00153,0.00276
75202,1.0,1e-05,0.0,9e-05,1e-05,0.0,0.02753,0.00619,0.00013,0.02119,0.00017,0.00046,0.0,0.00014,0.00014,0.00029,0.00033,0.00026,0.0,0.00037,1e-05,0.00011,2e-05,1e-05,2e-05,7e-05,0.00045,0.0,0.0,0.0001,0.00028,7e-05,0.00097,0.00019,0.0002,0.00022,0.00035,0.00107,0.00019,0.00022,0.00023,0.00042,0.0005,0.0,0.0,1e-05,1e-05,1e-05,0.09459,0.0032,0.00036,0.00069,0.00215
75132,1.0,1e-05,0.0,0.01807,2e-05,1e-05,0.43544,0.39549,1e-05,0.03051,2e-05,0.00947,1e-05,1e-05,1e-05,3e-05,6e-05,2e-05,1e-05,4e-05,2e-05,0.00021,4e-05,1e-05,3e-05,0.00013,0.00049,0.0,0.0,0.0001,0.00031,7e-05,0.00033,4e-05,7e-05,5e-05,0.00017,0.00037,4e-05,6e-05,7e-05,0.0002,0.24486,5.87853,1.26143,70.31242,4.76282,0.82239,7141.78291,0.06953,2e-05,0.03283,0.03668
2117,1.0,1e-05,0.0,0.00059,1e-05,0.0,0.01453,0.01273,1e-05,0.00132,1e-05,0.00051,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00014,4e-05,0.0,2e-05,7e-05,0.00034,0.0,0.0,7e-05,0.0002,8e-05,0.00031,4e-05,6e-05,6e-05,0.00015,0.00036,4e-05,7e-05,7e-05,0.00018,0.00911,1.27643,0.18469,1.3245,0.1807,0.08343,119.97922,0.01508,5e-05,0.00724,0.00779
75198,1.0,1e-05,0.0,0.0003,2e-05,1e-05,0.20786,0.04019,0.00104,0.16622,0.00119,0.00368,0.0,0.00095,0.00093,0.00191,0.00197,0.00217,0.0,0.00239,1e-05,0.00012,2e-05,1e-05,3e-05,7e-05,0.00046,0.0,0.0,9e-05,0.00026,9e-05,0.00499,0.00116,0.00114,0.00122,0.00146,0.00495,0.00113,0.00116,0.00121,0.00145,0.00176,0.0,0.0,0.0,1e-05,1e-05,3.67301,2e-05,0.0,0.0,1e-05
75239,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.00081,0.00061,1e-05,0.00013,1e-05,8e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0004,0.0,0.0,9e-05,0.00026,5e-05,0.00026,4e-05,5e-05,5e-05,0.00012,0.00031,4e-05,6e-05,7e-05,0.00013,0.00051,0.03736,0.00848,0.04122,0.02096,0.01416,0.10224,0.00173,3e-05,0.00051,0.00119
75096,1.0,1e-05,0.0,0.01617,1e-05,0.0,0.28094,0.25186,1e-05,0.02233,1e-05,0.00678,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00021,3e-05,1e-05,2e-05,0.00014,0.00031,0.0,0.0,6e-05,0.00018,7e-05,0.00033,5e-05,5e-05,6e-05,0.00017,0.00038,4e-05,7e-05,7e-05,0.00021,0.18958,4.42806,1.42728,15.9874,1.55344,0.61085,159.71271,0.045,2e-05,0.02034,0.02464
75095,1.0,1e-05,0.0,7e-05,1e-05,0.0,0.00159,0.00143,1e-05,0.00013,1e-05,5e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00031,0.0,0.0,7e-05,0.00018,6e-05,0.00024,4e-05,4e-05,5e-05,0.00011,0.00029,4e-05,6e-05,6e-05,0.00013,0.00106,0.02061,0.00911,0.03558,0.01911,0.01865,0.10621,0.00895,3e-05,0.00044,0.00848
75203,1.0,1e-05,0.0,0.0001,1e-05,1e-05,0.0878,0.01285,0.00049,0.07501,0.00057,0.001,0.0,0.00047,0.00048,0.00096,0.00099,0.00103,0.0,0.00113,1e-05,0.00011,2e-05,1e-05,2e-05,7e-05,0.00043,0.0,0.0,9e-05,0.00026,8e-05,0.00254,0.00057,0.00059,0.00061,0.00077,0.00258,0.00056,0.0006,0.00063,0.00079,0.00069,0.0,0.0,0.0,1e-05,1e-05,0.37807,2e-05,0.0,0.0,1e-05
75176,1.0,1e-05,0.0,0.00027,1e-05,0.0,0.00611,0.00552,1e-05,0.00046,1e-05,0.00014,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00043,0.0,0.0,0.0001,0.00026,6e-05,0.00027,4e-05,5e-05,5e-05,0.00012,0.00034,4e-05,7e-05,8e-05,0.00015,0.00377,0.07867,0.02276,0.20568,0.06439,0.02929,0.57635,0.00207,3e-05,0.00077,0.00128
75124,1.0,1e-05,0.0,7e-05,1e-05,0.0,0.00162,0.00137,1e-05,0.00017,1e-05,0.0001,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00034,0.0,0.0,7e-05,0.0002,6e-05,0.00028,4e-05,6e-05,5e-05,0.00013,0.00035,4e-05,8e-05,8e-05,0.00016,0.00106,0.09329,0.01691,0.10625,0.01677,0.01729,0.70344,0.00237,3e-05,0.00083,0.00152
75177,1.0,0.0,0.0,6e-05,1e-05,0.0,0.00144,0.00116,1e-05,0.0002,1e-05,0.0001,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,0.0,2e-05,6e-05,0.00039,0.0,0.0,9e-05,0.00024,5e-05,0.00031,5e-05,6e-05,5e-05,0.00014,0.00036,4e-05,8e-05,7e-05,0.00016,0.00075,0.07897,0.01349,0.02823,0.01266,0.0166,0.40767,0.00232,3e-05,0.00075,0.00154
75105,1.0,1e-05,0.0,0.00048,1e-05,0.0,0.03717,0.02101,1e-05,0.00815,3e-05,0.00806,0.0,2e-05,2e-05,4e-05,6e-05,3e-05,0.0,5e-05,1e-05,0.00013,3e-05,0.0,2e-05,7e-05,0.00043,0.0,0.0,0.0001,0.00027,6e-05,0.0004,6e-05,7e-05,8e-05,0.00019,0.00048,6e-05,8e-05,9e-05,0.00025,0.0092,8.11719,1.0606,13.49155,1.38641,0.32462,658.46668,0.07131,0.00017,0.03559,0.03555
75103,1.0,1e-05,0.0,0.00017,1e-05,0.0,0.01084,0.00619,1e-05,0.00248,2e-05,0.0022,0.0,2e-05,2e-05,4e-05,6e-05,3e-05,0.0,4e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0004,0.0,0.0,9e-05,0.00025,5e-05,0.00034,5e-05,6e-05,6e-05,0.00016,0.00049,5e-05,8e-05,9e-05,0.00027,0.00254,1.19932,0.07983,1.22189,0.17065,0.03865,31.35953,0.01072,0.00014,0.00477,0.0058
233,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.00126,0.00097,1e-05,0.00019,1e-05,0.00011,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00028,0.0,0.0,6e-05,0.00016,6e-05,0.00029,4e-05,6e-05,6e-05,0.00014,0.00034,4e-05,7e-05,8e-05,0.00015,0.00067,0.10237,0.01595,0.03033,0.01224,0.01871,0.5471,0.00242,3e-05,0.00078,0.00161
248,1.0,0.0,0.0,7e-05,1e-05,0.0,0.00068,0.00056,1e-05,9e-05,1e-05,5e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0004,0.0,0.0,0.0001,0.00025,5e-05,0.00024,4e-05,4e-05,5e-05,0.00011,0.00029,4e-05,5e-05,6e-05,0.00014,0.00046,0.01708,0.01227,0.02467,0.01348,0.01735,0.04819,0.00107,2e-05,0.00036,0.00069
75141,1.0,1e-05,0.0,0.00013,1e-05,0.0,0.0024,0.00214,1e-05,0.0002,1e-05,8e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00031,0.0,0.0,7e-05,0.00017,6e-05,0.00026,4e-05,5e-05,5e-05,0.00011,0.00032,4e-05,7e-05,7e-05,0.00014,0.00149,0.03756,0.01214,0.13896,0.04255,0.02171,0.28222,0.00188,3e-05,0.0005,0.00136
75098,1.0,1e-05,0.0,0.00145,1e-05,1e-05,0.13557,0.05857,3e-05,0.03885,8e-05,0.03827,1e-05,4e-05,4e-05,8e-05,0.00011,7e-05,1e-05,0.00012,1e-05,0.00014,4e-05,0.0,2e-05,7e-05,0.00031,0.0,0.0,6e-05,0.00018,6e-05,0.00043,8e-05,8e-05,9e-05,0.00019,0.00049,7e-05,0.0001,0.0001,0.00023,0.01242,20.92136,3.49546,54.13674,4.08079,0.43763,2491.4728,0.16406,0.00028,0.0817,0.08209
75143,1.0,0.0,0.0,7e-05,1e-05,0.0,0.00126,0.00112,1e-05,0.00011,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00027,0.0,0.0,6e-05,0.00015,5e-05,0.00026,4e-05,6e-05,5e-05,0.00012,0.00031,4e-05,6e-05,7e-05,0.00014,0.00078,0.0237,0.00877,0.00824,0.00655,0.01725,0.16672,0.00912,3e-05,0.00047,0.00863
3043,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.00133,0.00104,1e-05,0.0002,1e-05,0.00011,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00029,0.0,0.0,6e-05,0.00016,6e-05,0.0003,4e-05,6e-05,5e-05,0.00014,0.00034,4e-05,7e-05,8e-05,0.00015,0.00077,0.08075,0.01394,0.02843,0.01292,0.01771,0.41098,0.00225,3e-05,0.00075,0.00148
75178,1.0,1e-05,0.0,0.00537,1e-05,0.0,0.08077,0.07124,1e-05,0.00695,1e-05,0.00262,0.0,1e-05,1e-05,3e-05,6e-05,1e-05,1e-05,3e-05,1e-05,0.00024,4e-05,1e-05,3e-05,0.00017,0.00046,0.0,0.0,0.0001,0.00029,6e-05,0.00032,4e-05,5e-05,7e-05,0.00016,0.00053,4e-05,7e-05,9e-05,0.00032,0.04339,1.50377,0.43551,39.62139,4.7452,0.56499,90.00689,0.01825,3e-05,0.00731,0.01091
75169,1.0,1e-05,0.0,0.00023,1e-05,0.0,0.01268,0.0056,3e-05,0.00376,4e-05,0.0034,0.0,3e-05,3e-05,7e-05,9e-05,5e-05,1e-05,9e-05,1e-05,0.00011,3e-05,1e-05,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00041,8e-05,7e-05,8e-05,0.00018,0.00047,7e-05,9e-05,0.0001,0.00021,0.00145,2.66641,0.41109,15.76522,9.44423,0.06769,33.49576,0.01381,0.00018,0.00652,0.00712
252,1.0,0.0,0.0,7e-05,1e-05,0.0,0.0009,0.00067,1e-05,0.00016,1e-05,9e-05,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,0.0,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00028,0.0,0.0,6e-05,0.00016,5e-05,0.00031,5e-05,5e-05,6e-05,0.00015,0.00036,4e-05,7e-05,8e-05,0.00017,0.00046,0.05877,0.01499,0.27709,0.1545,0.01821,0.16764,0.00199,4e-05,0.00065,0.00129
75222,1.0,0.0,0.0,4e-05,1e-05,1e-05,0.00053,0.00041,1e-05,9e-05,1e-05,4e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0003,0.0,0.0,6e-05,0.00017,6e-05,0.00027,5e-05,5e-05,5e-05,0.00011,0.00033,4e-05,7e-05,8e-05,0.00014,0.00036,0.02235,0.00727,0.03348,0.01168,0.02177,0.0567,0.00161,2e-05,0.00043,0.00116
75201,1.0,1e-05,0.0,0.0001,2e-05,1e-05,0.08259,0.01232,0.00047,0.0704,0.00055,0.0009,0.0,0.00044,0.00045,0.00089,0.00098,0.00093,0.0,0.00121,1e-05,0.00011,1e-05,1e-05,2e-05,7e-05,0.00045,0.0,0.0,0.0001,0.00027,8e-05,0.0024,0.00053,0.00053,0.0006,0.00074,0.00244,0.00053,0.00056,0.0006,0.00075,0.00066,0.0,0.0,0.0,1e-05,1e-05,0.35476,2e-05,0.0,0.0,1e-05
75101,1.0,1e-05,0.0,0.00135,1e-05,0.0,0.03315,0.02767,1e-05,0.00366,1e-05,0.00184,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00016,3e-05,1e-05,2e-05,0.0001,0.00043,0.0,0.0,0.0001,0.00027,6e-05,0.00031,4e-05,5e-05,5e-05,0.00016,0.00037,4e-05,7e-05,8e-05,0.00018,0.01663,1.00158,0.11812,12.29386,1.14771,0.07451,232.17788,0.01022,3e-05,0.00417,0.00602
75193,1.0,1e-05,0.0,0.00988,1e-05,0.0,0.22176,0.17171,1e-05,0.02943,2e-05,0.02064,0.0,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,4e-05,1e-05,0.0002,4e-05,0.0,2e-05,0.00013,0.0003,0.0,0.0,6e-05,0.00018,6e-05,0.00032,4e-05,5e-05,6e-05,0.00017,0.00035,4e-05,6e-05,8e-05,0.00017,0.09793,3.10487,4.63789,34.01357,4.11058,1.26593,20853.72739,2e-05,0.0,0.0,1e-05
75184,1.0,1e-05,0.0,0.00022,1e-05,0.0,0.00529,0.00456,1e-05,0.00052,1e-05,0.00022,0.0,1e-05,1e-05,3e-05,5e-05,1e-05,1e-05,2e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00041,0.0,0.0,9e-05,0.00025,5e-05,0.00027,4e-05,6e-05,5e-05,0.00013,0.00037,4e-05,7e-05,9e-05,0.00017,0.00327,0.11865,0.02365,0.34659,0.03788,0.02357,3.06646,0.00268,3e-05,0.00086,0.00179
75116,1.0,1e-05,0.0,6e-05,1e-05,1e-05,0.03783,0.01208,0.00038,0.01544,0.00047,0.01115,0.0,0.00039,0.00039,0.0008,0.00082,0.00076,1e-05,0.00085,1e-05,0.0001,2e-05,0.0,2e-05,6e-05,0.00027,0.0,0.0,6e-05,0.00016,5e-05,0.00222,0.00047,0.00049,0.00055,0.00071,0.00231,0.00048,0.0005,0.00054,0.00079,0.0004,11.28523,0.43838,20.03185,9.60208,0.11838,22.15892,0.04148,0.00045,0.02022,0.02082
75244,1.0,1e-05,0.0,0.00011,1e-05,0.0,0.00355,0.00271,1e-05,0.00051,1e-05,0.00035,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.00027,0.0,0.0,6e-05,0.00016,5e-05,0.00033,5e-05,6e-05,6e-05,0.00016,0.00041,6e-05,8e-05,9e-05,0.00019,0.00158,0.67542,0.08262,0.29805,0.07421,0.03822,10.92952,0.00727,8e-05,0.00329,0.00391
75248,1.0,0.0,0.0,9e-05,1e-05,0.0,0.00313,0.00238,1e-05,0.00047,1e-05,0.0003,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.0001,2e-05,0.0,2e-05,6e-05,0.00039,0.0,0.0,9e-05,0.00024,5e-05,0.00033,5e-05,6e-05,6e-05,0.00016,0.00044,5e-05,8e-05,9e-05,0.00023,0.00136,0.55675,0.06275,0.27714,0.06163,0.03605,7.64263,0.00626,7e-05,0.00262,0.00357
260,1.0,1e-05,0.0,8e-05,1e-05,0.0,0.00182,0.00159,1e-05,0.00018,1e-05,6e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,1e-05,3e-05,1e-05,0.00012,3e-05,0.0,2e-05,6e-05,0.00044,0.0,0.0,0.0001,0.00028,6e-05,0.00026,5e-05,4e-05,5e-05,0.00012,0.00032,4e-05,6e-05,7e-05,0.00014,0.00105,0.03062,0.01222,0.13677,0.02397,0.01696,0.16009,0.00163,3e-05,0.00048,0.00112
75207,1.0,1e-05,0.0,6e-05,1e-05,0.0,0.02177,0.00397,0.00011,0.01772,0.00014,0.00033,0.0,0.00012,0.00012,0.00025,0.00028,0.00023,0.0,0.0003,1e-05,0.0001,1e-05,1e-05,2e-05,6e-05,0.0004,0.0,0.0,9e-05,0.00024,6e-05,0.00087,0.00017,0.00018,0.0002,0.00033,0.00093,0.00017,0.00018,0.00021,0.00036,0.00032,0.0,0.0,0.0,2e-05,1e-05,0.0521,0.00226,0.00028,0.00059,0.00139
246,1.0,0.0,0.0,7e-05,1e-05,0.0,0.00091,0.00063,1e-05,0.00019,1e-05,0.00011,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,0.0,3e-05,1e-05,0.00011,3e-05,0.0,2e-05,6e-05,0.0004,0.0,0.0,0.00011,0.00023,5e-05,0.00029,5e-05,5e-05,6e-05,0.00013,0.00034,4e-05,7e-05,8e-05,0.00015,0.00045,0.0706,0.01568,0.29288,0.20967,0.01726,0.24426,0.00175,5e-05,0.00057,0.00113
