@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
eeg-eye-state,1.0,0.9920458659515553,0.5524559131214506,0.5,0.44754408687854935,0.05245591312145062,0.0013948390953472153,716.9285714285714,10031.691845581829,5866.993340389637,201.76873779296875,4141.8919946783835,-6.574976214198542,6.574976214198542,2.6390573296152584,9.2140335438138,0.0,2.0,14.0,0.0,10037.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,100.16754913330078,54.71300401006426,-16.88417625427246,47.0231682425185,0.0,0.0,0.0,0.0,0.0
electricity,1.0,0.9825088474299727,0.5777009222661397,0.5,0.42229907773386033,0.07770092226613967,0.00026350461133069827,3795.0,10455.543582468541,758.937656087837,-1.3231839300049333,2689.650920244006,-8.24143968982973,8.24143968982973,2.0794415416798357,10.320881231509567,1.0,2.0,8.0,0.0,30360.0,0.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285,7.0,88.95441723272936,8.059585966039815,-0.16816319988713668,22.54269521608233,7.0,7.0,7.0,0.0,7.0
elevators,1.0,0.8887852646700093,0.6937601150872146,0.5,0.3062398849127855,0.19376011508721455,0.0016184139543247618,617.8888888888889,7558.090106400047,842.5761529717279,-0.5841033458709717,2374.2961590727805,-6.426308649851345,6.426308649851345,2.8903717578961645,9.316680407747508,0.0,2.0,18.0,0.0,11122.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,84.87684631347656,8.912231362942192,-1.492260217666626,26.866751869973488,0.0,0.0,0.0,0.0,0.0
eucalyptus,1.0,2.260586885372165,0.291497975708502,0.19999999999999998,0.1417004048582996,0.05905104998462138,0.038461538461538464,26.0,489.0020283975655,30.934238343865676,-1.8866639697950383,75.97090439371512,-3.258096538021482,3.258096538021482,2.9444389791664403,6.202535517187923,5.0,5.0,19.0,7.0,494.0,60.0,296.0,14.0,0.3684210526315789,0.1214574898785425,0.03153633070530577,0.35714285714285715,2.8,22.158565576263403,4.171249124385679,-0.68345672731886,3.806849992146577,27.0,15.4,8.0,6.374950980203691,77.0
eye_movements,1.0,1.5667758768920448,0.3881004366812227,0.3333333333333333,0.2631004366812227,0.05218967376724168,0.0036844978165938864,271.4074074074074,103.2572788602357,18.03780874791623,-1.858179256922294,28.61377933608639,-5.603621040349637,5.603621040349637,3.295836866004329,8.899457906353966,3.0,3.0,27.0,0.0,7328.0,0.0,0.0,24.0,0.0,0.0,0.0,0.125,8.0,9.074986883600246,2.4322529740217083,-1.5319217883307503,2.652900835105097,2.0,2.0,2.0,0.0,6.0
fars,1.0,2.1818506395939363,0.4184245147747934,0.125,8.869310706736241e-05,0.13112825717036145,0.000428683350825585,2332.7241379310344,407.4963326086915,39.194265361885506,-1.9953668836199034,71.46223712022005,-7.754792021537204,7.754792021537204,3.367295829986474,11.122087851523679,15.0,8.0,29.0,0.0,67649.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0714285714285714,0.9333333333333333,20.236015729601792,3.5372785723502935,-5.418430638967263,4.9698109416102705,10.0,6.2,3.0,2.5871477215909673,93.0
first-order-theorem-proving,1.0,2.2929893559154055,0.4217073170731707,0.16666666666666666,0.07902439024390244,0.1179601113834083,0.012439024390243903,80.3921568627451,1990.368151037224,178.3593748719545,-0.9818499088287354,412.80165378973555,-4.386916619968074,4.386916619968074,3.9318256327243257,8.318742252692399,0.0,6.0,51.0,0.0,4100.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,44.344444274902344,6.894823756434169,-1.8365002870559692,9.673362406579946,0.0,0.0,0.0,0.0,0.0
fri_c0_1000_5,1.0,0.999974289086901,0.5029850746268657,0.5,0.49701492537313435,0.0029850746268656747,0.007462686567164179,134.0,-1.0956037044525146,-1.1721227645874024,-1.2168445587158203,0.04338271047680619,-4.897839799950911,4.897839799950911,1.6094379124341003,6.507277712385012,0.0,2.0,5.0,0.0,670.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.09161170572042465,0.031943710148334505,-0.07096868753433228,0.05480435909807107,0.0,0.0,0.0,0.0,0.0
fri_c0_500_5,1.0,0.9996850202619877,0.5104477611940299,0.5,0.48955223880597015,0.010447761194029875,0.014925373134328358,67.0,-1.144373024851581,-1.2134599139989417,-1.3333375453948975,0.06375577685777889,-4.204692619390966,4.204692619390966,1.6094379124341003,5.814130531825066,0.0,2.0,5.0,0.0,335.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.16957354545593262,0.03279381189495325,-0.07330018281936646,0.07832748989019904,0.0,0.0,0.0,0.0,0.0
fri_c1_1000_50,1.0,0.9906984079824016,0.5567164179104478,0.5,0.44328358208955226,0.056716417910447764,0.07462686567164178,13.4,-0.7144186496734619,-1.1815056219350353,-1.3063054084777832,0.08607449900051224,-2.5952547069568657,2.5952547069568657,3.912023005428146,6.507277712385012,0.0,2.0,50.0,0.0,670.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.14658749103546143,-0.00237709341570735,-0.1218297928571701,0.0547436122068934,0.0,0.0,0.0,0.0,0.0
fri_c2_1000_25,1.0,0.9911825139572068,0.5552238805970149,0.5,0.44477611940298506,0.05522388059701491,0.03731343283582089,26.8,-0.21997380256652832,-1.1341219568252563,-1.28139066696167,0.21274601608032678,-3.288401887516811,3.288401887516811,3.2188758248682006,6.507277712385012,0.0,2.0,25.0,0.0,670.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.6212700009346008,0.01683846690226346,-0.15430577099323273,0.1414256705274807,0.0,0.0,0.0,0.0,0.0
fri_c2_500_50,1.0,0.9726699911457106,0.5970149253731343,0.5,0.40298507462686567,0.0970149253731343,0.14925373134328357,6.7,0.12854766845703125,-1.1622230574330927,-1.2858620882034302,0.20069774252991068,-1.9021075263969205,1.9021075263969205,3.912023005428146,5.814130531825066,0.0,2.0,50.0,0.0,335.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.739657998085022,0.019079521098174155,-0.22851289808750153,0.13551994335950487,0.0,0.0,0.0,0.0,0.0
fri_c3_1000_10,1.0,0.9851395079821781,0.5716417910447761,0.5,0.42835820895522386,0.07164179104477611,0.014925373134328358,67.0,1.6775541305541992,-0.7342751741409301,-1.2569396495819092,0.8943733518868652,-4.204692619390966,4.204692619390966,2.302585092994046,6.507277712385012,0.0,2.0,10.0,0.0,670.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.3750905990600586,0.21886726107914,-0.0664718747138977,0.44570157546528977,0.0,0.0,0.0,0.0,0.0
fri_c3_1000_25,1.0,0.9921116920021501,0.5522388059701493,0.5,0.44776119402985076,0.052238805970149266,0.03731343283582089,26.8,1.8308653831481934,-1.0024416924494473,-1.2976398468017578,0.6295717871109089,-3.288401887516811,3.288401887516811,3.2188758248682006,6.507277712385012,0.0,2.0,25.0,0.0,670.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.3577781915664673,0.059038687949068844,-0.10821042209863663,0.30334501441265027,0.0,0.0,0.0,0.0,0.0
fri_c3_500_10,1.0,0.9911825139572068,0.5552238805970149,0.5,0.44477611940298506,0.05522388059701491,0.029850746268656716,33.5,1.3844857215881348,-0.7837294634477605,-1.3221184015274048,0.8052636122581786,-3.5115454388310208,3.5115454388310208,2.302585092994046,5.814130531825066,0.0,2.0,10.0,0.0,335.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2856556177139282,0.17418976370245218,-0.14079707860946655,0.4373031730818496,0.0,0.0,0.0,0.0,0.0
fri_c3_500_50,1.0,0.9869444983748495,0.5671641791044776,0.5,0.43283582089552236,0.06716417910447761,0.14925373134328357,6.7,3.8343453407287598,-1.04885286025422,-1.3209953308105469,0.767929489319798,-1.9021075263969205,1.9021075263969205,3.912023005428146,5.814130531825066,0.0,2.0,50.0,0.0,335.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.8456681966781616,0.09354961229139008,-0.16214130818843842,0.2964726276139587,0.0,0.0,0.0,0.0,0.0
fri_c4_500_100,1.0,0.9818685328898134,0.5791044776119403,0.5,0.4208955223880597,0.07910447761194028,0.29850746268656714,3.35,1.0700321197509766,-1.13503196717755,-1.3662497997283936,0.326833579772697,-1.208960345836975,1.208960345836975,4.605170185988092,5.814130531825066,0.0,2.0,100.0,0.0,335.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.1286592483520508,0.039445340686797864,-0.15408697724342346,0.17125215605839983,0.0,0.0,0.0,0.0,0.0
fried,1.0,0.999997075391041,0.5010067728354384,0.5,0.49899322716456157,0.001006772835438402,0.0003660992128866923,2731.5,-1.1862576007843018,-1.1962614155363542,-1.2053626775741577,0.005961512128429533,-7.912606187835772,7.912606187835772,2.302585092994046,10.215191280829819,0.0,2.0,10.0,0.0,27315.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.014674628153443336,0.0023945856955833733,-0.011635380797088146,0.007010999089837362,0.0,0.0,0.0,0.0,0.0
gametes_epistasis_2-way_1000atts_0.4h_edm-1_edm-1_1,1.0,0.9998769664968696,0.5065298507462687,0.5,0.49347014925373134,0.006529850746268662,0.9328358208955224,1.072,1067.0009337068168,26.353566023611364,-2.0,122.65211410747287,-0.06952606264861022,0.0695260626486103,6.907755278982137,6.977281341630747,1000.0,2.0,1000.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.69557972733957,2.07271091474768,-8.000946913656628,4.904837967506898,3.0,2.964,2.0,0.18629009635512025,2964.0
gametes_epistasis_2-way_20atts_0.1h_edm-1_1,1.0,0.9998769664968696,0.5065298507462687,0.5,0.49347014925373134,0.006529850746268662,0.018656716417910446,53.6,352.33613969441814,18.663785906267105,-1.999986077028838,66.37742358961215,-3.9815490680767565,3.9815490680767565,2.995732273553991,6.977281341630747,20.0,2.0,20.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.823818414296763,2.024444205717595,-2.7411789689712096,4.070062845240053,3.0,3.0,3.0,0.0,60.0
gametes_epistasis_2-way_20atts_0.4h_edm-1_1,1.0,0.9998769664968696,0.5065298507462687,0.5,0.49347014925373134,0.006529850746268662,0.018656716417910446,53.6,531.0018691588784,17.009715222775675,-1.9999860770288382,70.88831846884824,-3.9815490680767565,3.9815490680767565,2.995732273553991,6.977281341630747,20.0,2.0,20.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08683324232403,1.6701518171553784,-6.763743424186429,4.02744436714255,3.0,2.9,2.0,0.3,58.0
gametes_epistasis_3-way_20atts_0.2h_edm-1_1,1.0,0.9998769664968696,0.5065298507462687,0.5,0.49347014925373134,0.006529850746268662,0.018656716417910446,53.6,352.3361396944182,19.320713899060973,-1.9999443075337984,60.837303479854974,-3.9815490680767565,3.9815490680767565,2.995732273553991,6.977281341630747,20.0,2.0,20.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.823818414296763,2.158107286044986,-2.796941304074187,4.082068941233172,3.0,3.0,3.0,0.0,60.0
gametes_heterogeneity_20atts_1600_het_0.4_0.2_50_edm-2_001,1.0,0.9998769664968696,0.5065298507462687,0.5,0.49347014925373134,0.006529850746268662,0.018656716417910446,53.6,1067.000933706816,36.59251108477318,-1.9998746897701607,147.4514367474547,-3.9815490680767565,3.9815490680767565,2.995732273553991,6.977281341630747,20.0,2.0,20.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.69557972733954,2.493237096291135,-6.185113242886307,5.690015805465828,3.0,2.95,2.0,0.21794494717703367,59.0
gametes_heterogeneity_20atts_1600_het_0.4_0.2_75_edm-2_001,1.0,0.9998769664968696,0.5065298507462687,0.5,0.49347014925373134,0.006529850746268662,0.018656716417910446,53.6,209.40468603561396,11.001742516203056,-1.999777220829853,34.73478217527405,-3.9815490680767565,3.9815490680767565,2.995732273553991,6.977281341630747,20.0,2.0,20.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.539762241371553,1.5748741736423246,-7.3102049435217165,3.2436883101490284,3.0,2.95,2.0,0.21794494717703367,59.0
gesturephasesegmentationprocessed,1.0,2.19118482218395,0.2950869236583522,0.2,0.09886621315192744,0.08275221199113161,0.004837490551776266,206.71875,174.46511840820312,31.639720857143402,6.980064392089844,33.04146379897355,-5.3313591737493295,5.3313591737493295,3.4657359027997265,8.797095076549056,0.0,5.0,32.0,0.0,6615.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.347331523895264,0.5298522709636018,-1.759262204170227,1.7264856845416394,0.0,0.0,0.0,0.0,0.0
gtsrb-hog01,1.0,5.021183786139468,0.05942475455618576,0.023255813953488372,0.004808107563412317,0.01771625021689945,0.04514438718221864,22.151147959183675,34.95124816894531,4.300156432646178,-1.485651969909668,5.263020957007244,-3.0978893217479073,3.0978893217479073,7.357556200910353,10.45544552265826,0.0,43.0,1568.0,0.0,34733.0,0.0,0.0,1568.0,0.0,0.0,0.0,0.0,0.0,5.145731449127197,1.6746621839985558,-0.7490298748016357,0.9583994730675465,0.0,0.0,0.0,0.0,0.0
gtsrb-hog02,1.0,5.021183786139468,0.05942475455618576,0.023255813953488372,0.004808107563412317,0.01771625021689945,0.04514438718221864,22.151147959183675,29.25605010986328,3.673949718043565,-1.5405303239822388,4.58305055955478,-3.0978893217479073,3.0978893217479073,7.357556200910353,10.45544552265826,0.0,43.0,1568.0,0.0,34733.0,0.0,0.0,1568.0,0.0,0.0,0.0,0.0,0.0,4.6467156410217285,1.644387486625382,-0.5638976097106934,0.8444044081252167,0.0,0.0,0.0,0.0,0.0
gtsrb-hog03,1.0,5.021183786139468,0.05942475455618576,0.023255813953488372,0.004808107563412317,0.01771625021689945,0.08395474044856477,11.911179698216735,68.37054443359375,6.088304293653056,-1.4973666667938232,6.886983677931167,-2.4774774295297117,2.4774774295297117,7.977968093128549,10.45544552265826,0.0,43.0,2916.0,0.0,34733.0,0.0,0.0,2916.0,0.0,0.0,0.0,0.0,0.0,6.663051605224609,1.99950809995433,-0.6485909223556519,0.9911621478738668,0.0,0.0,0.0,0.0,0.0
gtsrb-huehist,1.0,5.021183786139468,0.05942475455618576,0.023255813953488372,0.004808107563412317,0.01771625021689945,0.007370512193015288,135.67578125,2063.8854890414545,94.49990594633435,5.828028678894043,196.77713620460798,-4.910268078178698,4.910268078178698,5.545177444479562,10.45544552265826,0.0,43.0,256.0,0.0,34733.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,26.90928077697754,5.720445313490927,2.0150835514068604,3.5835310350186793,0.0,0.0,0.0,0.0,0.0
har,1.0,2.5750943437662244,0.18910302854658745,0.16666666666666666,0.13548761049123315,0.019335552674504233,0.0812925662947399,12.301247771836007,414.60968017578125,12.93107816235489,-1.8461031913757324,35.20166057504262,-2.5097007020979056,2.5097007020979056,6.329720905522696,8.839421607620602,0.0,6.0,561.0,0.0,6901.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,15.515460014343262,1.6088671019788892,-3.95015025138855,2.2489271859276116,0.0,0.0,0.0,0.0,0.0
hill-valley,1.0,0.999815554244621,0.5079950799507995,0.5,0.4920049200492005,0.00799507995079951,0.12300123001230012,8.13,12.263078689575195,9.48586623580765,8.474291801452637,0.6796061996457345,-2.0955609235597192,2.0955609235597192,4.605170185988092,6.70073110954781,0.0,2.0,100.0,0.0,813.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.278064250946045,3.0092057585716248,2.903455972671509,0.06956536286096873,0.0,0.0,0.0,0.0,0.0
hiva_agnostic,1.0,0.22527263412201698,0.9636556104446012,0.5,0.03634438955539873,0.46365561044460124,0.5705716302046577,1.7526283240568954,467.3353675996314,34.23965173824375,-1.9999682903289795,55.09959581287215,-0.5611165606735189,0.5611165606735189,7.388327859577107,7.949444420250626,0.0,2.0,1617.0,0.0,2834.0,0.0,0.0,1617.0,0.0,0.0,0.0,0.0,0.0,21.664148330688477,4.968689640557155,-2.391582727432251,3.398790580264629,0.0,0.0,0.0,0.0,0.0
house_16h,1.0,0.879780315772548,0.7012314948251015,0.5,0.29876850517489845,0.20123149482510153,0.0010480807022140706,954.125,2186.671352941636,154.93553750563711,-1.0953505039215088,524.9113707708937,-6.8607946901186345,6.8607946901186345,2.772588722239781,9.633383412358416,0.0,2.0,16.0,0.0,15266.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,39.29025650024414,4.033219448989257,-5.825565338134766,9.553658394409156,0.0,0.0,0.0,0.0,0.0
houses,1.0,0.9850863080376989,0.5717694699544436,0.5,0.42823053004555645,0.07176946995444355,0.0005784944681466483,1728.625,77.26595306396484,18.046093487516313,-1.0943617820739746,24.42678352398469,-7.455081573784822,7.455081573784822,2.0794415416798357,9.534523115464658,0.0,2.0,8.0,0.0,13829.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.890029430389404,2.295657095964998,0.06147242709994316,1.626510308657282,0.0,0.0,0.0,0.0,0.0
hypothyroid,1.0,0.4628729863689676,0.9236550632911392,0.24999999999999997,0.00039556962025316455,0.38933396049307367,0.011471518987341773,87.17241379310344,416.3357123975682,46.57141260912883,-3.0,84.69777944086748,-4.467887925280274,4.467887925280274,3.367295829986474,7.8351837552667485,22.0,4.0,29.0,7.0,2528.0,2528.0,4109.0,7.0,0.2413793103448276,1.0,0.056048123090353556,3.142857142857143,0.3181818181818182,20.453256767506936,0.8884855226401125,-20.453256767506936,6.7466910388456185,5.0,2.0454545454545454,1.0,0.7056443043754556,45.0
ilpd,1.0,0.8707280156950615,0.7084398976982097,0.5,0.2915601023017903,0.2084398976982097,0.02557544757033248,39.1,79.2714290578632,19.971648360959406,-0.7114639546146417,28.433718388278763,-3.66612246699132,3.66612246699132,2.302585092994046,5.968707559985366,1.0,2.0,10.0,0.0,391.0,0.0,0.0,9.0,0.0,0.0,0.0,0.1111111111111111,9.0,7.435805761739429,2.4900046122531165,-1.1351370161286074,2.9506224290183765,2.0,2.0,2.0,0.0,2.0
indian_pines,1.0,2.079898335901875,0.4462216419128448,0.125,0.0017953321364452424,0.14746879192765214,0.03590664272890485,27.85,0.7858591079711914,-0.2281504773425308,-0.8303117752075195,0.46392987898588484,-3.326832966373293,3.326832966373293,5.393627546352362,8.720460512725655,0.0,8.0,220.0,0.0,6127.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.9720235466957092,-0.34721244803037155,-1.0056698322296143,0.6108436136441995,0.0,0.0,0.0,0.0,0.0
internet-advertisements,1.0,0.5894834713740584,0.8579881656804734,0.5,0.14201183431952663,0.3579881656804734,0.7091488393263541,1.4101412066752246,2192.0004553734057,212.9263369435238,-1.1244944505723167,132.8630751730328,-0.34368984595391666,0.3436898459539166,7.351158226430694,7.69484807238461,1555.0,2.0,1558.0,0.0,2197.0,0.0,0.0,3.0,0.0,0.0,0.0,518.3333333333334,0.0019292604501607716,46.8401585754511,0.00364467174279267,-46.84015857545109,14.660071349999699,2.0,2.0,2.0,0.0,3110.0
irish,1.0,0.9921116920021501,0.5522388059701493,0.5,0.44776119402985076,0.052238805970149266,0.014925373134328358,67.0,78.76208459214497,13.821792149412154,-1.991964285714286,23.148559830853692,-4.204692619390966,4.204692619390966,1.6094379124341003,5.814130531825066,3.0,2.0,5.0,2.0,335.0,26.0,26.0,2.0,0.4,0.07761194029850746,0.015522388059701492,1.5,0.6666666666666666,8.98677275734426,2.815266706319214,-0.6324121369441642,2.7799859077902194,10.0,5.0,2.0,3.559026084010437,15.0
isolet,1.0,4.698973007012772,0.04153905053598775,0.03846153846153846,0.03445635528330781,0.0017243902237068444,0.11810872894333843,8.46677471636953,129.64630126953125,3.3889728952619733,-1.4772669185320202,14.259676891626807,-2.136149647050879,2.136149647050879,6.424869023905388,8.561018670956267,0.0,26.0,617.0,0.0,5224.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0,0.0,10.612593650817871,0.4319665682910771,-2.3392255306243896,1.7716370453608672,0.0,0.0,0.0,0.0,0.0
japanesevowels,1.0,3.128442111210637,0.16556787533712916,0.1111111111111111,0.07566676655678753,0.027203063164418714,0.002097692538207971,476.7142857142857,3.6206302642822266,-0.04993903162165795,-0.8733837604522705,1.0478846553434897,-6.16691732969606,6.16691732969606,2.6390573296152584,8.80597465931132,0.0,9.0,14.0,0.0,6674.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.681700348854065,0.11944978897060667,-0.3580113351345062,0.4965386409740774,0.0,0.0,0.0,0.0,0.0
jm1,1.0,0.7162427436872453,0.8028246263540382,0.5,0.19717537364596188,0.3028246263540381,0.002879473467708762,347.2857142857143,1099.3043212890625,249.4564051387923,3.4006128311157227,295.02090764481534,-5.85014782526081,5.85014782526081,3.044522437723423,8.894670262984233,0.0,2.0,21.0,5.0,7293.0,4.0,20.0,21.0,0.23809523809523808,0.0005484711367064308,0.00013058836588248352,0.0,0.0,25.668903350830078,10.393589082218352,1.923622965812683,6.479379059282948,0.0,0.0,0.0,0.0,0.0
kc2,1.0,0.7276057075889695,0.7971428571428572,0.5,0.20285714285714285,0.29714285714285715,0.06,16.666666666666668,223.74396231553865,109.15412033206238,3.032515518065482,62.76299924590374,-2.8134107167600364,2.8134107167600364,3.044522437723423,5.857933154483459,0.0,2.0,21.0,0.0,350.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,14.222021102905273,8.700473456155686,1.2275270223617554,3.6099159268581995,0.0,0.0,0.0,0.0,0.0
kdd98,1.0,0.5254666828168064,0.8813504006962324,0.5,0.11864959930376763,0.3813504006962324,0.008648511440693332,115.62683438155136,44412.154567321195,200.0915248248271,-3.0,1610.4277723129053,-4.750368060628268,4.750368060628268,6.1675164908883415,10.91788455151661,136.0,2.0,477.0,42.0,55154.0,55154.0,1604872.0,341.0,0.0880503144654088,1.0,0.061002130949674056,0.39882697947214074,2.5073529411764706,200.27824706344867,6.125055996008065,-88.7476364985363,10.968242125379946,15546.0,157.56617647058823,2.0,1329.1443493853585,21429.0
kdd_el_nino-small,1.0,0.9281393508564139,0.6564885496183206,0.5,0.3435114503816794,0.1564885496183206,0.015267175572519083,65.5,82.34491634491631,40.30976595841934,-0.9664964215336376,21.221920139449725,-4.182050142641207,4.182050142641207,2.0794415416798357,6.261491684321042,2.0,2.0,8.0,4.0,524.0,142.0,312.0,6.0,0.5,0.27099236641221375,0.07442748091603053,0.3333333333333333,3.0,9.183948842677442,5.970134450217801,-2.836804904795948,2.480481169931925,59.0,36.5,14.0,22.5,73.0
kdd_internet_usage,1.0,0.8423720539215215,0.7293666026871402,0.5,0.2706333973128599,0.22936660268714013,0.010039864166543629,99.6029411764706,333.65296164667546,27.40749944308645,-1.9937741909565991,39.551284730082855,-4.601191694038797,4.601191694038797,4.219507705176107,8.820699399214904,68.0,2.0,68.0,1.0,6773.0,1783.0,1783.0,0.0,0.014705882352941176,0.26325114424922486,0.003871340356606248,0.0,0.0,18.320834087089906,3.2855598708184726,-13.802879414600222,4.314231771515498,117.0,7.955882352941177,2.0,20.24296088515521,541.0
kick,1.0,0.5407807025542647,0.8759892840344383,0.5,0.12401071596556167,0.3759892840344383,0.0006544101106362093,1528.09375,16294.666728021379,271.7527521358814,-1.999552812482887,1706.1168063271875,-7.331776322556385,7.331776322556384,3.4657359027997265,10.79751222535611,18.0,2.0,32.0,20.0,48899.0,46740.0,100065.0,14.0,0.625,0.9558477678480133,0.06394877707110574,1.2857142857142858,0.7777777777777778,127.65839858004402,7.29271064004428,-6.187876403178256,14.843798209963818,1002.0,126.83333333333333,2.0,279.499602464436,2283.0
kin8nm,1.0,0.9997839138279425,0.5086536709783203,0.5,0.49134632902167974,0.00865367097832026,0.0014574603752960467,686.125,-1.1748900413513184,-1.1909352093935013,-1.2142480611801147,0.011712181136059936,-6.531059826870053,6.531059826870053,2.0794415416798357,8.610501368549889,0.0,2.0,8.0,0.0,5489.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.008714775554835796,-0.007085326171363704,-0.040518611669540405,0.014164865996545201,0.0,0.0,0.0,0.0,0.0
kr-vs-k,1.0,3.497851695876028,0.159857431641664,0.05555555555555555,0.0009043515267581658,0.052219832375173955,0.0003191828917969997,3133.0,9.862445878152162,2.5595950761572435,-1.927742896560002,2.7739137994448253,-8.049746290952191,8.049746290952191,1.791759469228055,9.841505760180247,3.0,18.0,6.0,0.0,18798.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.4441901628905676,1.9024885719610005,-0.007868710672808778,0.9108556064688957,8.0,6.666666666666667,4.0,1.8856180831641267,20.0
kropt,1.0,3.497851695876028,0.159857431641664,0.05555555555555555,0.0009043515267581658,0.052219832375173955,0.0003191828917969997,3133.0,11.298806880265056,3.0282903156414323,-1.9614748037271548,2.519464620205345,-8.049746290952191,8.049746290952191,1.791759469228055,9.841505760180247,6.0,18.0,6.0,0.0,18798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.646752922843149,2.141721906135836,0.19627836425048203,0.6643173883162412,8.0,6.666666666666667,4.0,1.885618083164127,40.0
kuzushiji-49,1.0,5.474316779507195,0.02638393053902772,0.02040816326530612,0.0016087090660672572,0.007947183733794558,0.004319273656838115,231.5204081632653,1048.6092562209635,15.7732337283854,-1.6426362651261843,65.3011881034889,-5.444668025853567,5.444668025853567,6.664409020350408,12.109077046203975,0.0,49.0,784.0,0.0,181512.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,30.433040618896484,2.6206558816210954,0.36669492721557617,3.0398115438293924,0.0,0.0,0.0,0.0,0.0
