@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
75107,1.0,0.3761992112225832,0.9272238805970149,0.5,0.07277611940298508,0.4272238805970149,0.006865671641791045,145.65217391304347,33432.359436668594,2321.387522678732,-1.9999862989060662,5674.451005526277,0.9272238805970149,-4.9812214088899625,4.9812214088899625,5.438079308923196,10.419300717813158,0.0,2.0,230.0,211.0,33500.0,33500.0,5376290.0,230.0,0.9173913043478261,1.0,0.6977663854639844,0.0,0.0,182.76494065818977,23.67606351954989,-10.478719280974392,36.903168544418484,0.0,0.0,0.0,0.0,0.0
75108,1.0,0.6231775037152801,0.8446052929201538,0.5,0.15539470707984618,0.34460529292015385,0.03777425921737163,26.473053892215567,83.4314390299702,4.876166700685992,-1.6297807222763416,14.934807572891113,0.8446082266022445,-3.2761273814094882,3.2761273814094882,5.117993812416755,8.394121193826242,0.0,2.0,167.0,0.0,4421.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,9.242912908275734,0.9454739796516677,-1.4749599904759365,2.059451067348611,0.0,0.0,0.0,0.0,0.0
75205,1.0,3.2746430558043356,0.14640994785399117,0.1,0.0607033025805589,0.025490978723704052,1.532958951731515,0.6523331879633668,305.0031299899358,1.9951714669913176,-3.0,8.453099413318158,?,0.4271998231003373,-0.42719982310033716,9.347054195292005,8.919854372191667,0.0,10.0,11465.0,0.0,7479.0,0.0,0.0,11465.0,0.0,0.0,0.0,0.0,0.0,17.52150535583496,1.2163606366072206,-2.0412404537200928,1.3770009619580892,0.0,0.0,0.0,0.0,0.0
251,1.0,1.1922028769524387,0.7184801381692574,0.25,0.04058721934369603,0.2776257932684457,0.0051813471502590676,193.0,-0.5320562222466889,-1.022039467433119,-1.5560725363874972,0.4178327898892487,0.718521421107628,-5.262690188904886,5.262690188904886,1.791759469228055,7.05444965813294,0.0,4.0,6.0,0.0,1158.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.2115872967942967,0.9631971886237619,0.6662788182228991,0.22407969206102124,0.0,0.0,0.0,0.0,0.0
75196,1.0,0.898760171096384,0.6850899742930592,0.5,0.3149100257069409,0.18508997429305915,0.019280205655526992,51.86666666666667,773.0012870012873,45.78586429840344,-1.9923459929021663,104.32889991651153,0.6851116625310173,-3.9486763230761817,3.9486763230761817,2.70805020110221,6.656726524178391,0.0,2.0,15.0,6.0,778.0,58.0,178.0,15.0,0.4,0.07455012853470437,0.015252784918594687,0.0,0.0,27.83884492936602,5.370736197232349,-0.08748718247739842,4.24493120209783,0.0,0.0,0.0,0.0,0.0
75244,1.0,0.33901826511567296,0.9370570367870401,0.5,0.06294296321295983,0.43705703678704017,0.009449881876476544,105.82142857142857,1180.2008444519497,40.94948609412968,-1.9999776748085272,133.02058119049133,0.9370552365501881,-4.661753037398361,4.661753037398361,4.02535169073515,8.68710472813351,0.0,2.0,56.0,14.0,5926.0,5926.0,23694.0,56.0,0.25,1.0,0.0713984378766694,0.0,0.0,34.38314768097808,3.8144820046011634,-8.659484722748678,5.320163141540483,0.0,0.0,0.0,0.0,0.0
75174,1.0,0.879780315772548,0.7012314948251015,0.5,0.29876850517489845,0.20123149482510153,0.0010480807022140706,954.125,2186.671352941636,154.93553750563711,-1.0953505039215088,524.9113707708937,0.7124317369776602,-6.8607946901186345,6.8607946901186345,2.772588722239781,9.633383412358416,0.0,2.0,16.0,0.0,15266.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,39.29025650024414,4.033219448989257,-5.825565338134766,9.553658394409156,0.0,0.0,0.0,0.0,0.0
75193,1.0,1.738601454112389,0.48763997030407497,0.14285714285714285,0.004688154254403654,0.18283921447402152,0.00013871798889742318,7208.87037037037,194634.50000513828,4437.07618348965,-1.958167625398096,27474.404398129547,0.4876399625102711,-8.883067542604728,8.883067542604728,3.9889840465642745,12.872051589169002,0.0,7.0,54.0,0.0,389279.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,441.1762686332285,0.028446947607866247,-441.1762686332285,66.62474212219107,0.0,0.0,0.0,0.0,0.0
75150,1.0,0.9999862445450501,0.5021834061135371,0.5,0.4978165938864629,0.0021834061135370952,0.002911208151382824,343.5,5.673732376947813,0.4942076176811522,-1.8188430191353648,2.662050251763497,0.5966571458796149,-5.839187111662404,5.839187111662404,0.6931471805599453,6.532334292222349,0.0,2.0,2.0,0.0,687.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.770150244471915,1.2550706035109438,0.4256253996939504,0.8044638603482773,0.0,0.0,0.0,0.0,0.0
2119,1.0,2.4940526537719916,0.31256281407035175,0.1,0.005025125628140704,0.11069543101462657,0.008040201005025126,124.375,96.17304992675781,23.531864548549933,0.2893359661102295,35.46151288239116,0.3246231155778895,-4.823301195478757,4.823301195478757,2.0794415416798357,6.902742737158593,0.0,10.0,8.0,0.0,995.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.813753128051758,2.6837918125092983,-1.6282531023025513,3.9279508031488626,0.0,0.0,0.0,0.0,0.0
75146,1.0,0.9848915701664055,0.5722348854878976,0.5,0.4277651145121025,0.07223488548789755,0.004341691088679041,230.325,5698.538191428534,740.144265466086,-0.6337320804595947,1633.6225896555468,0.5830885770792205,-5.4394913549949955,5.4394913549949955,3.6888794541139363,9.128370809108931,0.0,2.0,40.0,0.0,9213.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.3072898387908936,-3.7788516048736596,-72.79047393798828,15.302416045622047,0.0,0.0,0.0,0.0,0.0
75198,1.0,5.2692870332540025,0.07339163023110556,0.02272727272727272,0.010774515927545284,0.01293987196172001,4.189881324172393,0.23867024448419796,1690.960100486981,11.477532291512587,-3.0,52.78176225010341,?,1.4326724099463848,-1.4326724099463848,10.19735048406299,8.764678074116606,0.0,44.0,26832.0,0.0,6404.0,0.0,0.0,26832.0,0.0,0.0,0.0,0.0,0.0,38.05409240722656,1.8470496828367258,-2.8460497856140137,2.8213657939865477,0.0,0.0,0.0,0.0,0.0
75249,1.0,0.3891675492147647,0.9236550632911392,0.5,0.07634493670886076,0.4236550632911392,0.011471518987341773,87.17241379310344,416.33571239756776,48.55426911349397,-1.8630239850439798,85.78133642035947,0.923652800062615,-4.467887925280274,4.467887925280274,3.367295829986474,7.8351837552667485,0.0,2.0,29.0,7.0,2528.0,2528.0,4109.0,29.0,0.2413793103448276,1.0,0.056048123090353556,0.0,0.0,20.453256767506915,0.924024943545717,-20.453256767506915,6.877914964666936,0.0,0.0,0.0,0.0,0.0
75096,1.0,1.4163535733392367,0.5011466938087271,0.1,8.73671473315889e-06,0.18237697844994571,1.4561191221931485e-05,68675.7,-1.213754415512085,-1.287594929345358,-1.3617765675644944,0.0728475981738353,0.5011466925471753,-11.137150703849278,11.137150703849278,2.302585092994046,13.439735796843323,0.0,10.0,10.0,0.0,686757.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.00427994504570961,-7.832027404219843e-05,-0.003620391944423318,0.0022037778817060186,0.0,0.0,0.0,0.0,0.0
75166,1.0,0.9997839138279425,0.5086536709783203,0.5,0.49134632902167974,0.00865367097832026,0.0014574603752960467,686.125,-1.1748900413513184,-1.1909352093935013,-1.2142480611801147,0.011712181136059936,0.5614852894049511,-6.531059826870053,6.531059826870053,2.0794415416798357,8.610501368549889,0.0,2.0,8.0,0.0,5489.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.008714775554835796,-0.007085326171363704,-0.040518611669540405,0.014164865996545201,0.0,0.0,0.0,0.0,0.0
75169,1.0,4.698973007012772,0.04153905053598775,0.03846153846153846,0.03445635528330781,0.0017243902237068444,0.11810872894333843,8.46677471636953,129.64630126953125,3.3889728952619733,-1.4772669185320202,14.259676891626807,0.06221195622284551,-2.136149647050879,2.136149647050879,6.424869023905388,8.561018670956267,0.0,26.0,617.0,0.0,5224.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0,0.0,10.612593650817871,0.4319665682910771,-2.3392255306243896,1.7716370453608672,0.0,0.0,0.0,0.0,0.0
75120,1.0,0.2403415077220775,0.9604247104247104,0.5,0.03957528957528957,0.46042471042471045,10.555019305019306,0.09474165523548239,1029.8629129259648,41.041569428490305,-0.7047939300537109,95.62737521363091,0.9604189892233371,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.1138801574707,3.7781546650143536,-0.026257308200001717,3.8793730009100353,0.0,0.0,0.0,0.0,0.0
75142,1.0,0.9999998366087277,0.5002379644883763,0.5,0.4997620355116236,0.00023796448837634654,0.0003660992128866923,2731.5,-1.48943030834198,-1.551686882268986,-1.999910593032837,0.14956954983365164,0.5062786015010068,-7.912606187835772,7.912606187835772,2.302585092994046,10.215191280829819,0.0,2.0,10.0,0.0,27315.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.012265032157301903,-0.00150359716208186,-0.014613804407417774,0.007474952587141453,0.0,0.0,0.0,0.0,0.0
2350,1.0,0.9429414898022113,0.6396884566011652,0.5,0.3603115433988348,0.13968845660116522,0.01235558408215661,80.93506493506493,-2.0,-2.3546453546453545,-3.0,0.47840571388082864,?,-4.3936471656969,4.3936471656969,6.90875477931522,11.302401945012122,0.0,2.0,1001.0,0.0,81016.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007992007992007992,-1.0,0.803299927276793,0.0,0.0,0.0,0.0,0.0
252,1.0,3.3204194449080857,0.10671641791044777,0.1,0.09179104477611941,0.0045516270692468365,0.03507462686567164,28.51063829787234,4.770618438720703,0.7140962784314988,-0.9832882881164551,1.3943936618614436,0.19029850746268656,-3.3502772912348986,3.3502772912348986,3.8501476017100584,7.200424892944957,0.0,10.0,47.0,0.0,1340.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.7980905771255493,0.7783318327868635,-0.0011271412950009108,0.4822656107210762,0.0,0.0,0.0,0.0,0.0
75106,1.0,0.3810029833922618,0.925910447761194,0.5,0.07408955223880596,0.425910447761194,0.006865671641791045,145.65217391304347,33432.359436668594,2321.387522678732,-1.9999862989060662,5674.451005526277,0.9259104477611941,-4.9812214088899625,4.9812214088899625,5.438079308923196,10.419300717813158,0.0,2.0,230.0,211.0,33500.0,33500.0,5376290.0,230.0,0.9173913043478261,1.0,0.6977663854639844,0.0,0.0,182.76494065818977,23.67606351954989,-10.478719280974392,36.903168544418484,0.0,0.0,0.0,0.0,0.0
75230,1.0,6.61834612757962,0.014925373134328358,0.01,0.005597014925373134,0.0018660447388134309,0.05970149253731343,16.75,8.500021934509277,3.735363759100437,0.01982259750366211,2.361585237546769,0.008393827428819823,-2.8183982582710754,2.8183982582710754,4.1588830833596715,6.977281341630747,0.0,100.0,64.0,0.0,1072.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.3237264156341553,1.4173028748482466,0.3571271300315857,0.6533592091248933,0.0,0.0,0.0,0.0,0.0
75161,1.0,0.999997075391041,0.5010067728354384,0.5,0.49899322716456157,0.001006772835438402,0.0003660992128866923,2731.5,-1.1862576007843018,-1.1962614155363542,-1.2053626775741577,0.005961512128429533,0.4967600219659528,-7.912606187835772,7.912606187835772,2.302585092994046,10.215191280829819,0.0,2.0,10.0,0.0,27315.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.014674628153443336,0.0023945856955833733,-0.011635380797088146,0.007010999089837362,0.0,0.0,0.0,0.0,0.0
75163,1.0,0.9972845492349879,0.5306677831274859,0.5,0.46933221687251414,0.03066778312748586,0.0010466820180029307,955.4,1.5051984786987305,0.39104058742523196,-1.1385637521743774,0.9268751137829921,0.5840517864575347,-6.862130100955861,6.862130100955861,1.6094379124341003,8.471568013389962,0.0,2.0,5.0,0.0,4777.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6867528557777405,0.1279609606601298,-0.14707709848880768,0.3084974327581281,0.0,0.0,0.0,0.0,0.0
75234,1.0,0.9998393017810485,0.5074626865671642,0.5,0.4925373134328358,0.007462686567164201,0.004033884630899556,247.9,1.9309582710266113,1.5332300662994385,1.3253521919250488,0.13647900129618118,0.5877384362488202,-5.513025439041145,5.513025439041145,2.995732273553991,8.508757712595136,0.0,2.0,20.0,0.0,4958.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-0.1076231524348259,-0.23315090499818325,-0.33683285117149353,0.052567253463639066,0.0,0.0,0.0,0.0,0.0
75143,1.0,0.7891105695306428,0.7635359116022099,0.5,0.23646408839779007,0.2635359116022099,0.002578268876611418,387.85714285714283,73.55531311035156,16.68637976553081,-1.9872567653656006,27.129879511602553,0.76353591160221,-5.960637083312722,5.960637083312722,1.9459101490553132,7.906547232368036,0.0,2.0,7.0,0.0,2715.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.902724266052246,2.757092284304755,-0.14112046360969543,3.015080573813984,0.0,0.0,0.0,0.0,0.0
75129,1.0,0.47860069237260844,0.8969465648854962,0.5,0.10305343511450382,0.3969465648854962,0.035305343511450385,28.324324324324323,874.6943359375,200.74873416428372,-1.4670060873031616,226.00026580605257,0.8969514695830485,-3.343720952236763,3.343720952236763,3.6109179126442243,6.954638864880987,0.0,2.0,37.0,0.0,1048.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,28.65334701538086,9.790134735405445,-0.5605520009994507,7.871510990305141,0.0,0.0,0.0,0.0,0.0
75125,1.0,0.6915954349767796,0.8146718146718147,0.5,0.18532818532818532,0.3146718146718147,10.555019305019306,0.09474165523548239,1028.87890625,41.88556951258438,-0.9930458068847656,103.1008839706648,0.8146924934968414,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.0909538269043,3.798612795102103,-0.01610216125845909,4.023511204940519,0.0,0.0,0.0,0.0,0.0
75184,1.0,0.8887852646700093,0.6937601150872146,0.5,0.3062398849127855,0.19376011508721455,0.0016184139543247618,617.8888888888889,7558.090106400047,842.5761529717279,-0.5841033458709717,2374.2961590727805,0.6934909869856922,-6.426308649851345,6.426308649851345,2.8903717578961645,9.316680407747508,0.0,2.0,18.0,0.0,11122.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,84.87684631347656,8.912231362942192,-1.492260217666626,26.866751869973488,0.0,0.0,0.0,0.0,0.0
75154,1.0,6.61834612757962,0.014925373134328358,0.01,0.005597014925373134,0.0018660447388134309,0.05970149253731343,16.75,190.4761505126953,11.286789282010977,-0.23834919929504395,26.502933518447527,0.011201912627689634,-2.8183982582710754,2.8183982582710754,4.1588830833596715,6.977281341630747,0.0,100.0,64.0,0.0,1072.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,12.893147468566895,2.2573519125580788,0.68157559633255,1.8575328165607148,0.0,0.0,0.0,0.0,0.0
75221,1.0,2.2929893559154055,0.4217073170731707,0.16666666666666666,0.07902439024390244,0.1179601113834083,0.012439024390243903,80.3921568627451,1990.368151037224,178.3593748719545,-0.9818499088287354,412.80165378973555,0.4317073170731708,-4.386916619968074,4.386916619968074,3.9318256327243257,8.318742252692399,0.0,6.0,51.0,0.0,4100.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,44.344444274902344,6.894823756434169,-1.8365002870559692,9.673362406579946,0.0,0.0,0.0,0.0,0.0
3043,1.0,0.32322215866592524,0.9410601265822784,0.5,0.05893987341772152,0.44106012658227844,0.011471518987341773,87.17241379310344,416.33571239756776,48.55426911349397,-1.8630239850439798,85.78133642035947,0.9410589754627636,-4.467887925280274,4.467887925280274,3.367295829986474,7.8351837552667485,0.0,2.0,29.0,7.0,2528.0,2528.0,4109.0,29.0,0.2413793103448276,1.0,0.056048123090353556,0.0,0.0,20.453256767506915,0.924024943545717,-20.453256767506915,6.877914964666936,0.0,0.0,0.0,0.0,0.0
75226,1.0,0.6474648255507454,0.8344321246628709,0.5,0.16556787533712916,0.33443212466287087,0.002097692538207971,476.7142857142857,3.6206302642822266,-0.04993903162165795,-0.8733837604522705,1.0478846553434897,0.8344300883266232,-6.16691732969606,6.16691732969606,2.6390573296152584,8.80597465931132,0.0,2.0,14.0,0.0,6674.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.681700348854065,0.11944978684186935,-0.3580113351345062,0.4965386395128648,0.0,0.0,0.0,0.0,0.0
75098,1.0,3.3197854103961744,0.1126865671641791,0.1,0.09057569296375266,0.0054837084214243185,0.01671641791044776,59.82142857142857,46895.00559067776,3321.754834384416,-1.8242482365970214,9602.546445806138,0.15554371002132195,-4.091363934083963,4.0913639340839625,6.664409020350408,10.75577295443437,0.0,10.0,784.0,0.0,46900.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,216.55715942382812,26.23668008433702,-0.23843233287334442,50.12134050316787,0.0,0.0,0.0,0.0,0.0
273,1.0,0.9689823362153731,0.6033084657800843,0.5,0.39669153421991565,0.10330846578008435,0.018488485241647746,54.08771929824562,1761.5592041015625,239.97130367450595,3.908308982849121,329.4159583335034,0.6999715843313898,-3.9906071600516,3.9906071600516,4.04305126783455,8.03365842788615,0.0,2.0,57.0,0.0,3083.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,38.266456604003906,11.191651637094063,1.4901201725006104,7.60813508060711,0.0,0.0,0.0,0.0,0.0
75117,1.0,0.40258719335453713,0.9198841698841699,0.5,0.08011583011583012,0.4198841698841699,10.555019305019306,0.09474165523548239,1028.8966045626005,40.19232166754635,-0.9697906970977783,93.99838558269113,0.9198764399851356,2.3566015102914397,-2.3566015102914397,9.299723933110869,6.943122422819428,0.0,2.0,10935.0,0.0,1036.0,0.0,0.0,10935.0,0.0,0.0,0.0,0.0,0.0,32.091270446777344,3.755347074178709,-0.017962267622351646,3.828029248102049,0.0,0.0,0.0,0.0,0.0
75110,1.0,3.497851695876028,0.159857431641664,0.05555555555555555,0.0009043515267581658,0.052219832375173955,0.0003191828917969997,3133.0,11.298806880265055,3.028290315641432,-1.9614748037271548,2.519464620205345,0.15671866951939462,-8.049746290952191,8.049746290952191,1.791759469228055,9.841505760180247,0.0,18.0,6.0,0.0,18798.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.646752922843149,2.141721906135836,0.19627836425048195,0.6643173883162412,0.0,0.0,0.0,0.0,0.0
75250,1.0,3.992354626842552,0.146342438507591,0.04545454545454545,0.005796927628356971,0.03949259311161838,3.997881123004808e-05,25013.25,2.1476065760596077,1.4719570787187288,0.3045189380645752,0.6973345081454226,0.14658229677825121,-10.127160963449944,10.127160963449944,1.3862943611198906,11.513455324569835,0.0,22.0,4.0,0.0,100053.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.2135857343673706,0.3996680751442909,-0.3896799087524414,0.7616029272290122,0.0,0.0,0.0,0.0,0.0
75173,1.0,0.9999991308236985,0.5005488474204172,0.5,0.4994511525795829,0.0005488474204171367,0.0009408812921436412,1062.8333333333333,3.9213500022888184,0.5684107765698683,-0.5238511562347412,1.5399688040228623,0.743141065830721,-6.968693577087216,6.968693577087216,1.791759469228055,8.760453046315272,0.0,2.0,6.0,0.0,6377.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.16351966559886932,-0.006105443462729454,-0.21255609393119812,0.12639867189774245,0.0,0.0,0.0,0.0,0.0
75109,1.0,2.19118482218395,0.2950869236583522,0.2,0.09886621315192744,0.08275221199113161,0.004837490551776266,206.71875,174.46511840820312,31.639720857143402,6.980064392089844,33.04146379897355,0.3590325018896447,-5.3313591737493295,5.3313591737493295,3.4657359027997265,8.797095076549056,0.0,5.0,32.0,0.0,6615.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.347331523895264,0.5298522709636018,-1.759262204170227,1.7264856845416394,0.0,0.0,0.0,0.0,0.0
242,1.0,3.3204194449080857,0.10671641791044777,0.1,0.09179104477611941,0.0045516270692468365,0.16119402985074627,6.203703703703703,1.477053165435791,-0.3205857796567269,-1.3955566883087158,0.5398937527411235,0.16865671641791044,-1.8251464852607922,1.825146485260792,5.375278407684165,7.200424892944957,0.0,10.0,216.0,0.0,1340.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.813711404800415,0.01654886920651835,-1.0821112394332886,0.4219304165432562,0.0,0.0,0.0,0.0,0.0
75225,1.0,0.3506628156278551,0.934040047114252,0.5,0.06595995288574794,0.43404004711425204,0.04240282685512368,23.583333333333332,39.847469329833984,0.8056936557045813,-0.9508199691772461,4.697963099491929,0.9340430331424605,-3.1605402478552374,3.1605402478552374,4.276666119016055,7.437206366871292,0.0,2.0,72.0,0.0,1698.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,5.52675724029541,0.04504887402678529,-1.2771151065826416,0.9282271802723885,0.0,0.0,0.0,0.0,0.0
75219,1.0,0.9920458659515553,0.5524559131214506,0.5,0.44754408687854935,0.05245591312145062,0.0013948390953472153,716.9285714285714,10031.691845581829,5866.993340389637,201.76873779296875,4141.8919946783835,0.5949969925976216,-6.574976214198542,6.574976214198542,2.6390573296152584,9.2140335438138,0.0,2.0,14.0,0.0,10037.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,100.16754913330078,54.71300401006426,-16.88417625427246,47.0231682425185,0.0,0.0,0.0,0.0,0.0
75100,1.0,0.03977723380434904,0.9957276368491321,0.5,0.004272363150867824,0.4957276368491322,0.009612817089452604,104.02777777777777,2117.5947092545425,597.0928186648691,-1.0345407642029174,587.5714087553689,0.9957276368491321,-4.64465795749521,4.64465795749521,3.58351893845611,8.22817689595132,0.0,2.0,36.0,0.0,3745.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,41.3153076171875,16.64916181895468,-2.661855936050415,12.2395290991363,0.0,0.0,0.0,0.0,0.0
75099,1.0,0.6287995760693792,0.8422913719943423,0.5,0.15770862800565771,0.34229137199434234,0.01485148514851485,67.33333333333333,110.3196029663086,34.548241959886404,1.2865596159171444,32.193489338333436,0.8422975716111571,-4.209655408733095,4.209655408733095,3.044522437723423,7.254177846456518,0.0,2.0,21.0,0.0,1414.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,8.835220336914062,4.318379805201576,1.1292883157730103,2.07608246912771,0.0,0.0,0.0,0.0,0.0
75223,1.0,3.497851695876028,0.159857431641664,0.05555555555555555,0.0009043515267581658,0.052219832375173955,0.0003191828917969997,3133.0,9.862445878152165,2.5595950761572435,-1.9277428965600023,2.773913799444825,0.15985760416136027,-8.049746290952191,8.049746290952191,1.791759469228055,9.841505760180247,0.0,18.0,6.0,0.0,18798.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.444190162890569,1.9024885719610005,-0.007868710672808891,0.9108556064688956,0.0,0.0,0.0,0.0,0.0
75156,1.0,0.9951511865588685,0.5409705648369133,0.5,0.4590294351630867,0.040970564836913304,0.7064439140811456,1.4155405405405406,2508.9995346070127,143.78498109166966,-2.0,288.6959958713397,0.5409653631992903,-0.34751146559807733,0.3475114655980774,7.4821189235521155,7.829630389150193,0.0,2.0,1776.0,0.0,2514.0,0.0,0.0,1776.0,0.0,0.0,0.0,0.0,0.0,50.10987091064453,7.936332482675809,-24.50369644165039,7.8601396928080405,0.0,0.0,0.0,0.0,0.0
75248,1.0,0.4971128374263667,0.8909272183449651,0.5,0.1090727816550349,0.39092721834496513,0.010967098703888335,91.18181818181819,5010.000199441569,104.79844213659503,-1.999915863794139,469.9091407713674,0.8909272183449651,-4.512855515163565,4.512855515163565,4.007333185232471,8.520188700396035,0.0,2.0,55.0,12.0,5015.0,4938.0,21515.0,55.0,0.21818181818181817,0.9846460618145564,0.07800235656666364,0.0,0.0,70.79548149028696,4.091517585393499,-50.04498375424549,9.488232562036618,0.0,0.0,0.0,0.0,0.0
236,1.0,4.699283947859848,0.04119402985074627,0.038461538461538464,0.03455223880597015,0.0015347192175998684,0.0011940298507462687,837.5,2.0606601093625043,0.687462102209324,-0.4213283061981201,0.6633005081359233,0.05828358208955224,-6.730421263699221,6.730421263699221,2.772588722239781,9.503009985939002,0.0,26.0,16.0,0.0,13400.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.1601428985595703,0.29122443310916424,-0.31418532133102417,0.4512579958719407,0.0,0.0,0.0,0.0,0.0
75175,1.0,0.9733268743993866,0.5958493021910478,0.5,0.4041506978089522,0.09584930219104781,0.0005784944681466483,1728.625,77.26595306396484,17.839652666226296,-1.3162850141525269,24.58207809875685,0.6300526282068883,-7.455081573784822,7.455081573784822,2.0794415416798357,9.534523115464658,0.0,2.0,8.0,0.0,13829.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.890029430389404,2.1345487064681947,-0.3045564293861389,1.802710457202259,0.0,0.0,0.0,0.0,0.0
75210,1.0,0.9947426192013179,0.5426597582037996,0.5,0.45734024179620036,0.042659758203799636,0.000690846286701209,1447.5,-0.012963588920862357,-0.6770135137264327,-1.2541082940683848,0.4457112329586682,0.5426597582037995,-7.277593209447151,7.277593209447151,1.3862943611198906,8.663887570567042,0.0,2.0,4.0,0.0,5790.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.2182268308054989,0.15468673693883034,-1.2182268308054989,0.8016646962725862,0.0,0.0,0.0,0.0,0.0
